描述,图号1(o),产品子分类类型,行程,电极臂端部,加压力,电极臂,变压器,重量,变压器放置方向,法兰P.C.D,托架方向,托架角度,MOTOR厂家,托架个数,齿轮箱型式,托架材料,齿轮箱行程,换枪装置,喉深,有无平衡,喉宽,水路,握杆伸出长度,偏心距离,偏心方向,偏心是否回到中心面,导向方式,静臂偏心,静电极臂端部,动臂偏心,动电极臂端部,支轴到驱动中心距离,静电极臂前部长,静电极臂前部高,动电极臂前部长,动电极臂前部高
S-44412C上海鑫燕隆_桐乡合众,SRTX-2C16152L,中小型,160.0,,4500.0,,ITS85,102.0,,160,右,,KUKA,,联轴器型,铝,160,有,440.0,,105.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,45.0,246.0,60.0
上海晓奥_重庆长安,SRTX-2C15979L,中小型,200.0,,4500.0,,,138.0,水平,125,下,0.0,KUKA,1.0,中空,铝,160,有,550.0,无,280.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,135.0,346.0,145.0
上海晓奥_重庆长安,SRTX-2C16105L,中小型,200.0,,4500.0,,,138.0,水平,125,下,0.0,KUKA,1.0,中空,铝,160,无,550.0,无,280.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,135.0,346.0,145.0
安徽瑞祥-安徽成飞瑞鹄,SRTX-5C00003L,中小型,200.0,,4000.0,型材,ITS85,,竖直,125,下,,YASKAWA,,折回,铝,110,无,536.0,无,340.0,1进1出,,,,,,,GUN HEAD（?40）,,GUN HEAD（?40）,200.0,366.0,260.0,356.0,80.0
O IND_VICTORA-M&M-W110-231103-02,SRTX-2C16132,中小型,170.0,,3500.0,,DB6-100R1,108.0,水平,125,右,,KUKA,1.0,联轴器型,铝,,无,470.0,无,300.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,55.0,306.0,245.0
O IND_VICTORA-M&M-W110-231103-02,SRTX-2C16129,中小型,155.0,,3000.0,,DB6-100R1,104.0,水平,125,右,,KUKA,1.0,联轴器型,铝,,无,420.0,无,200.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,50.0,246.0,150.0
O IND_VICTORA-M&M-W110-231103-02,SRTX-2C16133,中小型,170.0,,5000.0,,DB6-100R1,108.0,水平,125,左,,KUKA,1.0,联轴器型,铝,,无,470.0,无,300.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,55.0,306.0,245.0
成都思尔特_重庆长安渝北新工厂,SRTX-2C15954AL,中小型,165.0,,4500.0,,DB6-100R1,98.0,水平,160,上,45.0,YASKAWA,1.0,中空,铝,160,无,446.0,无,220.0,1进3出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,80.0,246.0,140.0
成都思尔特_重庆长安渝北新工厂,SRTX-2C15954L,中小型,165.0,,4500.0,,DB6-100R1,101.0,水平,160,右,30.0,FANUC,1.0,中空,铝,160,无,446.0,无,230.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,80.0,246.0,150.0
安徽巨一-蔚来汽车门盖,SRTX-C15931L,中小型,165.0,,5000.0,,BOSCH,90.0,水平,125,前,0.0,FANUC,1.0,TOLOMATIC,铝,,无,480.0,无,340.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,140.0,296.0,200.0
安徽巨一-蔚来汽车门盖,SRTX-C15122L,中小型,165.0,,5000.0,,BOSCH,92.0,水平,125,前,0.0,FANUC,1.0,TOLOMATIC,铝,,无,480.0,无,415.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,215.0,296.0,200.0
S-44489C开封华诚-KQ53项目,SRTX-2C16183L,中小型,195.0,,4410.0,,ITS85,111.0,水平,125,右,,YASKAWA,,折回,铝,110,,536.0,,275.0,,,,,,,,GUN HEAD（?45）,,GUN HEAD（?50）,200.0,246.0,55.0,296.0,220.0
湘潭地通,SRTX-2C16079L,中小型,,,,,ITS85,,水平,125,右,,FANUC,,中空,铝,160,,460.0,,165.0,,,,,,,,GUN HEAD（?50）,,GUN HEAD（?50）,200.0,246.0,55.0,246.0,110.0
S-44419C浙江科弘_宁波益世,SRTX-2C16159L,中小型,200.0,,4500.0,,ITS85,101.0,竖直,125,右,,FANUC,,中空,铝,160,,535.0,,245.0,,,,,,,,GUN HEAD（?50）,,GUN HEAD（?50）,200.0,246.0,95.0,246.0,150.0
M43564天津福臻_广汽乘用车,SRTX-2C15865L,大型,235.0,,5000.0,,DB6-100R1,145.0,竖直,160,下,,KUKA,,中空,铝,160,有,750.0,,380.0,,,,,,,,握杆（铝）,,握杆（铝）,425.0,546.0,180.0,546.0,200.0
广汽乘用车,SRTX-2C16103L,大型,,,,,DB6-100R1,,竖直,160,右,,KUKA,,中空,铝,160,有,650.0,,350.0,,,,,,,,握杆（铝）,,握杆（铝）,425.0,,,,
M43564天津福臻_广汽乘用车,SRTX-2C1222AL,大型,270.0,,5000.0,,DB6-100R1,150.0,竖直,125,下,30.0,KUKA,,中空,铝,160,,850.0,,440.0,,,,,,,,GUN HEAD（?45）,,GUN HEAD（?45）,425.0,686.0,220.0,686.0,220.0
重庆衍数_重庆至信,SRTX-2C16138L,中小型,,,,,ITS85,,竖直,160,右,,ABB,,折回,铝,160,,416.0,,120.0,,,,,否,,50.5,GUN HEAD（?45）,50.5,GUN HEAD（?45）,200.0,,,,
M43588广州瑞松比斗_广汽乘用车,SRTX-2C1195BL,大型,295.0,,5000.0,,ITS85,141.0,竖直,125,前,,KUKA,,中空,铝,160,,900.0,,528.0,,,,,,,,GUN HEAD（?45）,,GUN HEAD（?45）,400.0,676.0,228.0,746.0,300.0
上海盟立-开封东秀,SRTX-2C16048L,中小型,,,,,ITS85,,水平,125,右,,YASKAWA,,联轴器型,铝,160,,450.0,,160.0,,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,75.0,246.0,85.0
上海盟立_开封东秀,SRTX-2C16047L,大型,,,,,ITS85,,竖直,125,右,,YASKAWA,,联轴器型,铝,160,,700.0,,400.0,,,,,,,,握杆（铝）,,握杆（铝）,400.0,496.0,75.0,546.0,325.0
上海盟立-开封东秀,SRTX-2C16049L,中小型,170.0,,4500.0,,ITS85,89.0,水平,125,右,0.0,YASKAWA,1.0,联轴器型,SS400,160,无,470.0,无,145.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,50.0,246.0,95.0
M43588广州瑞松比斗_广汽乘用车,SRTX-2C1197BL,大型,310.0,,5000.0,,ITS85,,竖直,125,下,,KUKA,,中空,铝,160,,930.0,,595.0,,,,,,,,握杆（铝）,,GUN HEAD（?45）,400.0,816.0,330.0,816.0,265.0
上海不二越-苏州金鸿顺,SRTX-2C16141L,中小型,200.0,,4500.0,,DB6-100R1,102.0,竖直,125,右,,多摩川,1.0,中空,铝,,无,550.0,无,320.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,70.0,396.0,250.0
上海盟立-开封东秀,SRTX-2C16045L,中小型,,,,,ITS85,,水平,125,右,,YASKAWA,,联轴器型,铝,160,,640.0,,320.0,,,,,,,,握杆（铝）,,握杆（铝）,200.0,446.0,115.0,496.0,205.0
O IND JBM-SANAND-TATA-NEXON-P500,SRTX-2C16082L,大型,280.0,,5500.0,,DB6-100R1,142.0,竖直,125,前,,FANUC,1.0,联轴器型,铝,,无,875.0,无,385.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,415.0,701.0,220.0,701.0,165.0
上海盟立_开封东秀,SRTX-2C16046L,大型,,,,,ITS85,,竖直,125,下,,YASKAWA,,联轴器型,铝,160,,816.0,,485.0,,,,,,,,握杆（铝）,,握杆（铝）,400.0,646.0,180.0,696.0,305.0
O IND JBM-SANAND-TATA-NEXON-P500,SRTX-2C16083L,大型,275.0,,5500.0,,DB6-100R1,153.0,竖直,125,上,,FANUC,1.0,联轴器型,铝,,无,855.0,无,345.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,415.0,701.0,220.0,701.0,125.0
武汉兴亿盛_贵阳地通,SRTX-2C16080L,中小型,,,,,ITS85,,水平,125,右,,FANUC,,中空,铝,160,,436.0,,205.0,,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,55.0,246.0,150.0
重庆博俊工业-M7,SRTX-2C16077AL,中小型,185.0,,4500.0,,ITS85,96.0,水平,125,下,,FANUC,1.0,联轴器型,铝,,无,510.0,无,350.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,105.0,296.0,245.0
重庆博俊工业-M7,SRTX-2C16099L,中小型,200.0,,4500.0,,ITS85,110.0,竖直,125,右,,FANUC,1.0,折回,铝,,无,540.0,无,380.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,306.0,40.0,366.0,340.0
济南比亚迪,SRTX-S2C14059AL,大型,200.0,,5000.0,,ITS85,158.0,水平,160,下,30.0,FANUC,1.0,联轴器型,铝,160,有,700.0,无,320.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,400.0,496.0,110.0,525.0,220.0
重庆博俊工业-M7,SRTX-2C16097L,中小型,195.0,,5000.0,,ITS85,110.0,竖直,125,右,,FANUC,1.0,折回,铝,,无,530.0,无,370.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,130.0,346.0,240.0
重庆博俊工业-M7,SRTX-2C16098L,中小型,190.0,,4500.0,,ITS85,110.0,竖直,125,右,,FANUC,1.0,折回,铝,,无,510.0,无,325.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,85.0,286.0,240.0
上海盟立-开封东秀,SRTX-2C16038,中小型,215.0,,4500.0,,ITS85,92.0,水平,125,右,0.0,YASKAWA,1.0,联轴器型,铝,160,无,500.0,无,290.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,80.0,296.0,210.0
上海盟立-开封东秀,SRTX-2C15987L,中小型,185.0,,4410.0,,ITS85,102.0,竖直,125,右,0.0,YASKAWA,1.0,折回,铝,110,无,500.0,无,185.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,55.0,296.0,130.0
上海盟立-开封东秀,SRTX-2C15975L,中小型,200.0,,4410.0,,ITS85,106.0,竖直,125,右,0.0,YASKAWA,1.0,联轴器型,铝,110,无,546.0,无,375.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,95.0,346.0,280.0
S-43972C安徽双骏_安徽大洋,SRTX-2C15982L,中小型,195.0,,4500.0,,DB6-100R1,105.0,水平,125,右,0.0,KUKA,1.0,联轴器型,铝,160,无,520.0,无,290.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,90.0,246.0,200.0
M43635济南比亚迪,SRTX-2C14094AL,中小型,165.0,,4500.0,,ITS85,,水平,160,下,,PANASONIC,,联轴器型,铝,160,有,450.0,,305.0,,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,145.0,246.0,160.0
重庆博俊工业,SRTX-2C16077L,中小型,185.0,,4500.0,,ITS85,96.0,水平,160,下,0.0,ABB,1.0,联轴器型,铝,160,无,510.0,无,350.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,105.0,296.0,245.0
武汉兴亿盛-贵阳地通,SRTX-2C16053L,中小型,160.0,,5000.0,,ITS85,86.0,水平,125,下,,多摩川,1.0,中空,铝,,无,436.0,无,240.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,115.0,246.0,125.0
重庆衍数_常州至信新增设计,SRTX-S2C16000L,大型,210.0,,4500.0,,RT906,183.0,竖直,125,右,,KUKA,1.0,折回,铝,160,无,716.0,无,460.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,450.5,446.0,270.0,466.0,190.0
M43561C重庆衍数_贵阳至信,SRTX-2C6141AL,中小型,175.0,,3500.0,,ITS85,133.0,竖直,125,右,,KUKA,,折回,SS400,110,,470.0,,200.0,,,,,,,,GUN HEAD（?50）,,GUN HEAD（?50）,200.0,246.0,70.0,366.0,130.0
S-M43561C重庆衍数_贵阳至信,SRTX-2C6143AL,中小型,175.0,,3500.0,,ITS85,122.0,竖直,125,右,,KUKA,,折回,铝,110,,470.0,,200.0,,,,,,,,GUN HEAD（?50）,,GUN HEAD（?50）,200.0,246.0,70.0,366.0,130.0
重庆衍数_常州至信,SRTX-S2C15989L,中小型,225.0,,4500.0,,RT752,146.0,水平,125,下,,KUKA,1.0,折回,铝,,无,600.0,无,470.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,150.0,396.0,320.0
长城精工_冲焊,SRTX-2C13508H,中小型,,,,,DB6-100R1,,竖直,125,下,,FANUC,,中空,铝,160,,540.0,,400.0,,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,200.0,346.0,200.0
S-43981C福建明鑫_重庆普尼朗顿,SRTX-2C16021L,中小型,185.0,,5000.0,,ITS85,106.0,竖直,125,右,,FANUC,,折回,铝,110,,510.0,,440.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,120.0,346.0,320.0
重庆衍数_常州至信,SRTX-S2C15988L,中小型,230.0,,4300.0,,RT752,146.0,水平,125,上,,KUKA,1.0,折回,铝,,无,626.0,无,360.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,396.0,160.0,446.0,200.0
福建明鑫_重庆普尼朗顿,SRTX-2C15985L,中小型,205.0,,4700.0,,ITS85,107.0,竖直,125,下,0.0,FANUC,1.0,折回,铝,160,无,560.0,无,410.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,130.0,396.0,280.0
S-43981C福建明鑫_重庆普尼朗顿,SRTX-2C15984L,中小型,200.0,,5000.0,,ITS85,102.0,竖直,125,下,25.0,FANUC,,折回,铝,110,,480.0,,435.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,180.0,336.0,215.0
重庆衍数_常州至信,SRTX-S2C15994L,中小型,195.0,,5000.0,,RT752,147.0,水平,125,右,,KUKA,1.0,折回,铝,,无,530.0,无,275.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,60.0,366.0,215.0
武汉兴亿盛-贵阳地通,SRTX-2C15859L,中小型,130.0,,5000.0,,ITS85,85.0,竖直,125,右,,多摩川,1.0,中空,铝,,无,356.0,无,260.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,55.0,246.0,205.0
重庆衍数_贵阳至信,SRTX-2C6142AL,中小型,165.0,,4500.0,,ITS85,113.0,竖直,125,右,0.0,KUKA,1.0,折回,铝,160,无,450.0,无,200.0,1进1出,,,,,,,GUN HEAD（?45）,,GUN HEAD（?45）,200.0,246.0,60.0,246.0,140.0
S-44036C宁波威睿,SRTX-2C16018L,大型,290.0,,4500.0,,ITS85,,竖直,160,上,,ABB,,联轴器型,铝,160,,900.0,,490.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,400.0,696.0,180.0,796.0,310.0
重庆衍数_贵阳至信,SRTX-2C6138AL,中小型,230.0,,3500.0,,ITS85,128.0,竖直,125,右,0.0,KUKA,1.0,折回,铝,160,无,610.0,无,350.0,1进1出,,,,,,,GUN HEAD（?45）,,GUN HEAD（?50）,200.0,366.0,70.0,546.0,280.0
武汉兴亿盛-贵阳地通,SRTX-2C15913L,中小型,165.0,,5000.0,,ITS85,90.0,水平,125,下,,多摩川,1.0,中空,铝,,无,450.0,无,295.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,90.0,246.0,205.0
S-43972C安徽双骏_安徽大洋,SRTX-2C15981L,中小型,215.0,,4500.0,,DB6-100R1,,水平,125,下,,KUKA,,联轴器型,铝,160,,580.0,,280.0,,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,80.0,396.0,180.0
重庆鑫宝田,SRTX-2C7872AL,中小型,,,,,ITS85,,竖直,125,右,,,,折回,铝,110,,496.0,,305.0,,,,,,,,GUN HEAD（?45）,,GUN HEAD（?50）,200.0,326.0,75.0,396.0,230.0
长城精工_冲焊,SRTX-2C13508J,中小型,,,,,DB6-100R1,,竖直,125,上,60.0,,,中空,铝,160,,690.0,,405.0,,,,,,,,握杆（铝）,,握杆（铝）,200.0,496.0,200.0,496.0,205.0
M42997广州瑞松北斗_广汽埃安改造,SRTX-2C7861AL,大型,250.0,,5000.0,,ITS85,,竖直,160,上,,多摩川,,中空,铝,160,,760.0,,460.0,,,,,,,,GUN HEAD（?45）,,GUN HEAD（?45）,400.0,616.0,240.0,616.0,220.0
广州瑞松北斗_广汽埃安-设计,SRTX-2C6571AL,大型,285.0,,5000.0,,DB6-100R1,153.0,竖直,160,上,0.0,YASKAWA,1.0,中空,铝,160,无,910.0,无,430.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,425.0,686.0,250.0,686.0,180.0
上海创志-上海通程ES37,SRTX-2C6107AL,中小型,150.0,,4500.0,,DB6-100R1,98.0,水平,160,右,,ABB,1.0,联轴器型,铝,,无,421.0,无,230.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,110.0,246.0,120.0
东风设备_东风股份-2310项目,SRTX-C15722L,大型,340.0,,4000.0,,ITS85,,竖直,125,后,45.0,KUKA,,中空,SS400,160,无,1220.0,无,1030.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,485.0,1220.0,715.0,996.0,315.0
上海创志-上海通程ES37,SRTX-2C8708AL,中小型,181.0,,5880.0,,DB6-100R1,120.0,竖直,125,右,,ABB,1.0,折回,铝,,有,416.0,无,325.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,85.0,296.0,240.0
上海创志-上海通程ES37,SRTX-2C6159AL,中小型,165.0,,5500.0,,DB6-100R1,99.0,水平,160,下,,ABB,1.0,联轴器型,铝,,无,450.0,无,215.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,55.0,246.0,160.0
重庆衍数_定州至信,SRTX-S2C5365FL,大型,190.0,,5000.0,,RT906,171.0,竖直,125,上,0.0,FANUC,1.0,联轴器型,铝,160,无,650.0,无,470.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,450.5,466.0,330.0,466.0,140.0
M42997广州瑞松北斗_广汽埃安,SRTX-2C7770AL,中小型,225.0,,5000.0,,DB6-100R1,100.0,水平,125,下,,YASKAWA,45.0,中空,铝,160,,530.0,,370.0,,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,70.0,396.0,300.0
重庆衍数-定州至信,SRTX-2C15958L,中小型,165.0,,6000.0,,ITS85,91.0,水平,160,下,30.0,ABB,1.0,联轴器型,SS400,160,无,450.0,无,360.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,180.0,180.0,246.0
重庆衍数_定州至信,SRTX-2C15959L,中小型,160.0,,6000.0,,ITS85,,竖直,125,下,,KUKA,1.0,折回,铝,,无,440.0,无,320.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,80.0,286.0,240.0
苏州天伊恒_浙江豪斯特,SRTX-2C15690AL,中小型,,,,,ITS85,,竖直,160,右,,,,联轴器型,铝,160,有,500.0,,255.0,,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,65.0,296.0,190.0
OIND_VENTEK AUTOMATION-AUTOGEN-VW-2.5,SRTX-2C15968L,中小型,168.0,,4500.0,,DB6-100R1,95.0,水平,125,下,,YASKAWA,1.0,联轴器型,铝,,无,460.0,无,310.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,120.0,296.0,190.0
安徽巨一-南京蔚来,SRTX-2C12113AL,大型,,,,,ITS85,,竖直,160,右,,ABB,,中空,铝,160,有,860.0,,330.0,,,,,,,,握杆（铝）,,握杆（铝）,400.0,686.0,200.0,636.0,130.0
M43771C武汉宇涵盛鸿_贵阳大东,SRTX-2C8159AL,中小型,190.0,,4000.0,,ITS85,120.0,竖直,125,右,,KUKA,,折回,铝,110,,516.0,,250.0,,,,,,,,GUN HEAD（?45）,,GUN HEAD（?50）,200.0,246.0,55.0,291.0,195.0
M43771C武汉宇涵盛鸿_贵阳大东,SRTX-2C6148BL,中小型,120.0,,4500.0,,ITS85,120.0,竖直,125,右,,KUKA,,折回,铝,110,,450.0,,260.0,,,,,,,,GUN HEAD（?45）,,GUN HEAD（?50）,200.0,246.0,55.0,316.0,205.0
S-43765C苏州天伊恒_浙江豪斯特,SRTX-2C15925L,大型,240.0,,4500.0,,ITS85,131.0,竖直,160,下,,ABB,,联轴器型,铝,160,,740.0,,330.0,,,,,,,,握杆（铝）,,握杆（铝）,400.0,546.0,150.0,596.0,180.0
广州华优_广州东昇,SRTX-2C15895L,大型,240.0,,6500.0,,ITS85,,竖直,125,右,,FANUC,,中空,铝,195,无,500.0,无,370.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,325.5,306.0,115.0,376.0,263.0
广州华优_广州东昇,SRTX-2C15894L,大型,240.0,,6500.0,,ITS85,,竖直,125,右,,FANUC,,中空,铝,195,无,500.0,无,320.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,325.5,276.0,57.0,376.0,263.0
重庆衍数-贵阳大东,SRTX-2C15891L,中小型,160.0,,4500.0,,ITS85,107.0,水平,125,下,20.0,KUKA,1.0,折回,铝,110,无,436.0,无,245.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,85.0,296.0,160.0
重庆衍数-贵阳大东,SRTX-2C15890L,中小型,205.0,,4500.0,,ITS85,105.0,水平,125,右,90.0,KUKA,1.0,联轴器型,铝,160,无,560.0,无,295.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,150.0,346.0,145.0
江苏北人-凌云沈阳,SRTX-2C15943L,大型,155.0,,6000.0,,DB6-100R1,,竖直,160,右,0.0,ABB,,联轴器型,铝,160,无,500.0,无,380.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,415.0,296.0,95.0,426.0,285.0
安徽双骏-长兴地通,SRTX-2C15938L,中小型,,,,,ITS85,,水平,125,下,30.0,,,中空,铝,160,,525.0,,305.0,,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,55.0,396.0,250.0
安徽双骏-长兴地通,SRTX-2C15948L,中小型,165.0,,4500.0,,ITS85,90.0,水平,125,右,0.0,FANUC,1.0,中空,铝,160,无,450.0,无,235.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,55.0,296.0,180.0
,SRTX-2C15940L,中小型,165.0,,4500.0,,ITS85,91.0,水平,125,,,FANUC,,中空,铝,160,,450.0,,315.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,85.0,296.0,230.0
常州博俊,SRTX-2C15882L,中小型,215.0,,4500.0,,ITS85,,水平,160,下,,ABB,,联轴器型,铝,,有,580.0,无,265.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,366.0,105.0,366.0,160.0
常州博俊,SRTX-2C15881L,中小型,215.0,,4500.0,,ITS85,,水平,160,下,,ABB,,联轴器型,铝,,有,580.0,无,265.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,326.0,115.0,366.0,150.0
常州博俊,SRTX-2C15875L,中小型,230.0,,5000.0,,ITS85,,竖直,160,右,,ABB,,联轴器型,铝,,有,540.0,无,330.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,336.0,115.0,336.0,215.0
昆山永世达-台湾中华汽车,SRTX-2C15730L,中小型,200.0,,4500.0,,DB6-100R1,,水平,其他,上,,PANASONIC,,折回,铝,,有,550.0,无,425.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,125.0,426.0,300.0
昆山永世达-台湾中华汽车,SRTX-2C15729L,中小型,200.0,,3500.0,,DB6-100R1,,竖直,其他,右,,PANASONIC,,折回,铝,,有,550.0,无,150.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,75.0,296.0,75.0
广州华优-广州东昇,SRTX-2C15899L,大型,305.0,,6500.0,,ITS85,,竖直,125,右,0.0,FANUC,,中空,铝,195,无,630.0,无,460.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,325.5,446.0,45.0,566.0,415.0
常州博俊W02,SRTX-2C15880L,中小型,215.0,,4500.0,,ITS85,93.0,水平,160,下,0.0,ABB,1.0,联轴器型,铝,160,有,580.0,无,200.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,100.0,396.0,200.0
广州华优-广州东昇,SRTX-2C15893L,中小型,235.0,,5000.0,,ITS85,,竖直,125,右,0.0,FANUC,,中空,铝,160,无,540.0,无,360.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,80.0,386.0,280.0
JBML-VITTHLAPUR-YTB-EXPANSION-PHASE,SRTX-2C15868L,中小型,200.0,,4500.0,,DB6-100R1,104.0,水平,125,右,,FANUC,2.0,联轴器型,铝,,无,546.0,无,255.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,65.0,346.0,190.0
JBML-VITTHLAPUR-YTB-EXPANSION-PHASE,SRTX-2C15867L,中小型,200.0,,4500.0,,DB6-100R1,99.0,水平,125,右,,FANUC,1.0,联轴器型,铝,,无,546.0,无,255.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,65.0,346.0,190.0
安徽双骏-长兴地通,SRTX-2C15939L,中小型,,,,,ITS85,,水平,125,下,40.0,,,中空,铝,160,,500.0,,320.0,,,,,,,,握杆（铝）,,握杆（铝）,200.0,296.0,70.0,396.0,250.0
安徽双骏_长兴地通,SRTX-2C15941L,中小型,165.0,,4000.0,,ITS85,91.0,水平,125,右,0.0,FANUC,1.0,中空,铝,160,无,450.0,无,235.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,55.0,296.0,180.0
重庆元创-陕汽商用车,SRTX-2C15934L,大型,275.0,,4500.0,,ITS85,139.0,水平,160,下,,KUKA,,联轴器型,铝,160,有,926.0,,460.0,,,,,,,,握杆（铝）,,握杆（铝）,400.0,696.0,150.0,760.0,310.0
OFRA_FORD TURKEY-V710-2,SRTX-2C15788L,中小型,175.0,,3500.0,,DB6-100R1,102.0,竖直,160,右,,多摩川,1.0,中空,铝,,无,444.0,无,85.0,1进1出,,,,,,,握杆（铝）,,握杆（铝）,200.0,220.0,45.0,220.0,55.0
M43635C济南比亚迪改造,SRTX-2C14083AL,中小型,160.0,,4500.0,,ITS85,,水平,160,下,,FANUC,,联轴器型,铝,160,有,440.0,,240.0,,,,,,,,握杆（铝）,,握杆（铝）,200.0,246.0,115.0,246.0,125.0
福建明鑫_南京腾海,SRTX-2C15926L,大型,280.0,,5000.0,,ITS85,,竖直,125,下,0.0,FANUC,,联轴器型,铝,160,无,850.0,无,480.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,400.0,646.0,150.0,696.0,330.0
福建明鑫_南京腾海,SRTX-2C15928L,中小型,195.0,,5000.0,,ITS85,,竖直,125,右,0.0,FANUC,,联轴器型,铝,160,无,535.0,无,475.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,200.0,346.0,110.0,396.0,365.0
上海安川_科乐收,SRTX-2C15760L,大型,290.0,,4500.0,,DB6-100R1,145.0,竖直,125,右,0.0,YASKAWA,1.0,联轴器型,铝,160,有,895.0,无,490.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,415.0,646.0,150.0,746.0,340.0
上海安川_科乐收,SRTX-2C15759L,大型,285.0,,4500.0,,DB6-100R1,139.0,竖直,125,右,0.0,YASKAWA,1.0,联轴器型,铝,160,有,886.0,无,260.0,2进2出,,,,,,,握杆（铝）,,握杆（铝）,415.0,646.0,150.0,646.0,110.0
