描述,图号1(o),产品子分类类型,行程,电极臂端部,加压力,电极臂,变压器,重量,变压器放置方向,法兰P.C.D,托架方向,托架角度,MOTOR厂家,托架个数,齿轮箱型式,托架材料,齿轮箱行程,换枪装置,喉深,有无平衡,喉宽,水路,握杆伸出长度,偏心距离,偏心方向,偏心是否回到中心面,导向方式,静臂偏心,静电极臂端部,动臂偏心,动电极臂端部,支轴到驱动中心距离,静电极臂前部长,静电极臂前部高,动电极臂前部长,动电极臂前部高
中汽工程-柳州五菱工业-G200项目,SDZC-3C30116L,小型,60.0,握杆（SBA）,4000.0,,SMF-100,,水平,160,下,,KUKA,,DIAKONT,SS400,150,无,,无,,1进1出,,,,,,,,,,,,,,
中汽工程-柳州五菱工业-G200项目,SDZC-3C30115L,小型,120.0,握杆（SBA）,5000.0,,SMF-100,,水平,160,上,45.0,KUKA,,DIAKONT,铝,150,无,210.0,无,285.0,1进1出,,,,,,,,,,,,,,
中汽工程-柳州五菱工业-G200项目,SDZC-3C30114L,小型,122.0,握杆（?45）,4500.0,,SMF-100,,水平,160,上,,KUKA,,DIAKONT,铝,150,无,350.0,无,350.0,1进1出,,,,,,,,,,,,,,
中汽工程-柳州五菱工业-G200项目,SDZC-3C30121L,小型,110.0,握杆（?45）,5000.0,,SMF-100,,水平,160,右,,其他,,DIAKONT,铝,150,无,320.0,无,350.0,1进1出,,,,,,,,,,,,,,
广州小鹏,SDZC-3C30010A,大型,280.0,握杆（SBA）,3600.0,,MF-100,,水平,160,上,,ABB,,TOLOMATIC,铝,310,无,340.0,无,480.0,1进1出,,,,,,,,,,,,,,
上海ABB_广州小鹏-E38,SDZC-3C30075,小型,54.0,TIP BASE（F 型）,4500.0,,其他,131.0,水平,160,右,,ABB,,TOLOMATIC,铝,150,无,158.0,无,407.0,1进1出,,85.0,下,,,,,,,,,,,
上海ABB_广州小鹏-E38,SDZC-3C30073,小型,50.0,握杆（?45）,4500.0,,其他,,水平,160,上,45.0,ABB,,DIAKONT,铝,150,无,253.0,无,329.0,1进1出,,130.0,下,,,,,,,,,,,
安徽双骏_安徽江淮,SDEC-3C30100L,小型,80.0,TIP BASE（F 型）,4000.0,,ITS85,,水平,125,前,30.0,FANUC,,联轴器型,SS400,210,无,,无,,1进1出,,60.0,下,,,,,,,,,,,
安徽双骏_安徽江淮,SDEC-3C30088L,小型,165.0,握杆（?45）,4500.0,,ITS85,111.0,水平,125,上,0.0,FANUC,,OBARA-中空,铝,210,无,660.0,无,450.0,1进1出,,,,,,,,,,,,,,
广州瑞松北斗-广州小鹏,SDZC-3C30091,小型,90.0,握杆（?36）,4500.0,,BOSCH,90.0,水平,160,右,,其他,,TOLOMATIC,铝,150,无,200.0,无,350.0,1进1出,,,,,,,,,,,,,,
上海ABB_广州小鹏E38,SDZC-3C30074,小型,,握杆（?45）,6000.0,,MF-100,99.0,水平,160,上,,ABB,,OBARA-中空,铝,210,无,350.0,无,580.0,1进1出,,,,,,,,,,,,,,
安徽双骏_安徽江淮,SDEC-3C30098AL,小型,130.0,握杆（?45）,4500.0,,ITS85,100.0,水平,125,上,45.0,FANUC,,联轴器型,铝,210,无,570.0,无,525.0,1进1出,,,,,,,,,,,,,,
安徽双骏_安徽江淮,SDEC-3C30098L,小型,130.0,握杆（?45）,4500.0,,ITS85,100.0,水平,125,上,,FANUC,,联轴器型,铝,210,无,570.0,无,525.0,1进1出,,,,,,,,,,,,,,
广州瑞松北斗_广州小鹏,SDZC-3C30093L,小型,130.0,握杆（?45）,4500.0,,其他,126.0,水平,160,后,45.0,SEW,,OBARA-中空,SS400,150,无,350.0,无,540.0,1进1出,,,,,,,,,,,,,,
上海ABB_广州小鹏E38,SDZC-3C30079,小型,119.0,TIP BASE（G 型）,6000.0,,其他,95.0,水平,160,后,30.0,其他,,TOLOMATIC,铝,其他,无,131.0,无,250.0,1进1出,,,,,,,,,,,,,,
上海ABB_广州小鹏E38,SDZC-3C30078,小型,125.0,握杆（?36）,6000.0,,其他,100.0,水平,160,后,20.0,其他,,TOLOMATIC,铝,其他,无,334.0,无,550.0,1进1出,,,,,,,,,,,,,,
上海ABB_广州小鹏E38,SDZC-3C30103,小型,105.0,握杆（?36）,6000.0,,其他,92.0,水平,160,后,90.0,其他,,TOLOMATIC,铝,其他,无,350.0,无,540.0,1进1出,,,,,,,,,,,,,,
上海ABB_广州小鹏E38,SDZC-3C30071,小型,105.0,握杆（?36）,5500.0,,ITS85,96.0,水平,160,后,90.0,其他,,TOLOMATIC,铝,其他,无,200.0,无,500.0,1进1出,,,,,,,,,,,,,,
广州瑞松北斗_广州小鹏,SDZC-3C30094L,小型,130.0,握杆（?36）,4500.0,,其他,110.0,水平,125,上,,其他,,TOLOMATIC,SS400,150,有,300.0,无,400.0,1进1出,,,,,,,,,,,,,,
广州瑞松北斗_广州小鹏,SDZC-3C30096,小型,130.0,握杆（?45）,4500.0,,其他,107.0,水平,160,下,,其他,,TOLOMATIC,铝,150,无,500.0,无,470.0,1进1出,,,,,,,,,,,,,,
上海ABB_广州小鹏E38,SDZC-3C30070,小型,105.0,握杆（?36）,5500.0,,其他,96.0,水平,160,后,90.0,其他,,TOLOMATIC,铝,其他,无,200.0,无,450.0,1进1出,,,,,,,,,,,,,,
上海ABB_广州小鹏E38,SDZC-3C30080L,小型,125.0,握杆（?36）,6000.0,,其他,105.0,水平,160,后,30.0,其他,,TOLOMATIC,SS400,其他,无,275.0,无,450.0,1进1出,,,,,,,,,,,,,,
上海ABB_广州小鹏,SDZC-3C30083L,小型,125.0,握杆（?45）,5000.0,,其他,,水平,160,前,,ABB,,TOLOMATIC,铝,150,无,275.0,无,400.0,1进1出,,,,,,,,,,,,,,
上海ABB_广州小鹏,SDZC-3C30082L,小型,125.0,握杆（?45）,6000.0,,其他,,水平,160,下,15.0,ABB,,TOLOMATIC,SS400,150,无,275.0,无,450.0,1进1出,,,,,,,,,,,,,,
广州瑞松北斗_广州小鹏,SDZC-3C30095,小型,130.0,握杆（?36）,4500.0,,其他,94.0,水平,160,上,,其他,,TOLOMATIC,铝,150,无,300.0,无,400.0,1进1出,,,,,,,,,,,,,,
广州瑞松北斗_广州小鹏,SDZC-3C30090,小型,130.0,握杆（?36）,4500.0,,其他,96.0,水平,160,上,60.0,其他,,TOLOMATIC,铝,150,无,250.0,无,450.0,1进1出,,,,,,,,,,,,,,
广州瑞松北斗_广州小鹏,SDZC-3C30109,小型,130.0,握杆（?36）,4500.0,,其他,94.0,水平,160,上,,其他,,TOLOMATIC,铝,150,无,250.0,无,450.0,1进1出,,,,,,,,,,,,,,
天津联恒V295,SDZC-3C30110,小型,,握杆（SBA）,3300.0,,DB6-90,109.0,水平,125,右,,ABB,,OBARA-中空,铝,210,无,280.0,无,550.0,1进1出,,,下,,,,,,,,,,,
广州瑞松北斗_广州小鹏,SDZC-3C30090A,小型,130.0,握杆（?36）,4500.0,,其他,97.0,水平,160,下,5.0,其他,,TOLOMATIC,铝,150,无,280.0,无,450.0,1进1出,,,,,,,,,,,,,,
本田生产技术-广州本田国产化测试品,SDZC-3C30004,小型,,握杆（?36）,5500.0,,SMF-100,98.0,水平,其他,上,,ABB,,OBARA-中空,铝,210,无,325.0,无,535.0,1进1出,,80.0,下,,,,,,,,,,,
